id,name,description,itemid,members,buylimit,highalch
1136,Fremennik black cloak,The latest fashion in Rellekka.,3789,True,0,150
1137,Fremennik boots,Very stylish!,3791,True,0,300
1138,Fremennik robe,The latest fashion in Rellekka.,3793,True,0,300
1139,Fremennik skirt,The latest fashion in Rellekka.,3795,True,0,300
1140,Fremennik hat,A silly pointed hat.,3797,True,0,300
1141,Fremennik gloves,These will keep my hands warm!,3799,True,0,300
1142,Keg of beer,A lot of beer in a barrel.,3801,True,0,150
1143,Beer tankard,Frothy and alcoholic.,3803,True,0,12
1144,Saradomin page 1,This seems to have been torn from a book...,3827,True,0,120
1145,Saradomin page 2,This seems to have been torn from a book...,3828,True,0,120
1146,Saradomin page 3,This seems to have been torn from a book...,3829,True,0,120
1147,Saradomin page 4,This seems to have been torn from a book...,3830,True,0,120
1148,Zamorak page 1,This seems to have been torn from a book...,3831,True,0,120
1149,Zamorak page 2,This seems to have been torn from a book...,3832,True,0,120
1150,Zamorak page 3,This seems to have been torn from a book...,3833,True,0,120
1151,Zamorak page 4,This seems to have been torn from a book...,3834,True,0,120
1152,Guthix page 1,This seems to have been torn from a book...,3835,True,0,120
1153,Guthix page 2,This seems to have been torn from a book...,3836,True,0,120
1154,Guthix page 3,This seems to have been torn from a book...,3837,True,0,120
1155,Guthix page 4,This seems to have been torn from a book...,3838,True,0,120
1156,Games necklace(8),An enchanted necklace.,3853,True,0,630
1157,Monkey nuts,These are monkey nuts. Yummy.,4012,True,0,2
1158,Monkey bar,It's a monkey bar. It looks highly nutritious.,4014,True,0,30
1159,Banana stew,It's a bowl full of mushy banana.,4016,True,0,180
1160,Dragon platelegs,These look pretty heavy.,4087,True,0,162000
1161,Mystic hat,A magical hat.,4089,True,0,9000
1162,Mystic robe top,The upper half of a magical robe.,4091,True,0,72000
1163,Mystic robe bottom,The lower half of a magical robe.,4093,True,0,48000
1164,Mystic gloves,Magical gloves.,4095,True,0,6000
1165,Mystic boots,Magical boots.,4097,True,0,6000
1166,Mystic hat (dark),A dark magical hat.,4099,True,0,9000
1167,Mystic robe top (dark),The upper half of a dark magical robe.,4101,True,0,72000
1168,Mystic robe bottom (dark),The lower half of a dark magical robe.,4103,True,0,48000
1169,Mystic gloves (dark),Dark magical gloves.,4105,True,0,6000
1170,Mystic boots (dark),Dark magical boots.,4107,True,0,6000
1171,Mystic hat (light),A bright magical hat.,4109,True,0,9000
1172,Mystic robe top (light),The upper half of a bright magical robe.,4111,True,0,72000
1173,Mystic robe bottom (light),The lower half of a bright magical robe.,4113,True,0,48000
1174,Mystic gloves (light),Bright magical gloves.,4115,True,0,6000
1175,Mystic boots (light),Bright magical boots.,4117,True,0,6000
1176,Bronze boots,These will protect my feet.,4119,True,0,14
1177,Iron boots,These will protect my feet.,4121,True,0,50
1178,Steel boots,These will protect my feet.,4123,True,0,180
1179,Black boots,These will protect my feet.,4125,True,0,346
1180,Mithril boots,These will protect my feet.,4127,True,0,468
1181,Adamant boots,These will protect my feet.,4129,True,0,1152
1182,Rune boots,These will protect my feet.,4131,True,0,7500
1183,Abyssal whip,A weapon from the abyss.,4151,True,10,72001
1184,Granite maul,Simplicity is the best weapon.,4153,True,70,30000
1185,Mirror shield,I can just about see things in this shield's reflection.,4156,True,0,3000
1186,Bag of salt,A bag of salt.,4161,True,0,6
1187,Rock hammer,I can even smash stone with this.,4162,True,0,300
1188,Facemask,Stops me breathing in too much dust.,4164,True,0,120
1189,Earmuffs,These will protect my ears from loud noise.,4166,True,0,120
1190,Nose peg,Protects me from any bad smells.,4168,True,0,120
1191,Slayer's staff,An old and magical staff.,4170,True,0,12600
1192,Crystal seed,This crystal seed looks grey and dead.,4207,True,0,1
1193,New crystal bow,A nice sturdy magical bow.,4212,True,0,167400
1194,New crystal shield,A nice sturdy crystal shield.,4224,True,0,480000
1195,Ham shirt,"The label says 'Vivid Crimson', but it looks pink to me!",4298,True,0,45
1196,Ham robe,"The label says 'Vivid Crimson', but it looks pink to me!",4300,True,0,45
1197,Ham hood,Light-weight head protection and eye shield.,4302,True,0,45
1198,Ham cloak,A HAM cape.,4304,True,0,45
1199,Ham logo,A badge for the HAM cult.,4306,True,0,45
1200,Ham gloves,HAM gloves as worn by the Humans Against Monsters group.,4308,True,0,45
1201,Ham boots,HAM boots as worn by the Humans Against Monsters group.,4310,True,0,45
1202,Team-1 cape,Ooohhh look at the pretty colours...,4315,False,0,30
1203,Team-2 cape,Ooohhh look at the pretty colours...,4317,False,0,30
1204,Team-3 cape,Ooohhh look at the pretty colours...,4319,False,0,30
1205,Team-4 cape,Ooohhh look at the pretty colours...,4321,False,0,30
1206,Team-5 cape,Ooohhh look at the pretty colours...,4323,False,0,30
1207,Team-6 cape,Ooohhh look at the pretty colours...,4325,False,0,30
1208,Team-7 cape,Ooohhh look at the pretty colours...,4327,False,0,30
1209,Team-8 cape,Ooohhh look at the pretty colours...,4329,False,0,30
1210,Team-9 cape,Ooohhh look at the pretty colours...,4331,False,0,30
1211,Team-10 cape,Ooohhh look at the pretty colours...,4333,False,0,30
1212,Team-11 cape,Ooohhh look at the pretty colours...,4335,False,0,30
1213,Team-12 cape,Ooohhh look at the pretty colours...,4337,False,0,30
1214,Team-13 cape,Ooohhh look at the pretty colours...,4339,False,0,30
1215,Team-14 cape,Ooohhh look at the pretty colours...,4341,False,0,30
1216,Team-15 cape,Ooohhh look at the pretty colours...,4343,False,0,30
1217,Team-16 cape,Ooohhh look at the pretty colours...,4345,False,0,30
1218,Team-17 cape,Ooohhh look at the pretty colours...,4347,False,0,30
1219,Team-18 cape,Ooohhh look at the pretty colours...,4349,False,0,30
1220,Team-19 cape,Ooohhh look at the pretty colours...,4351,False,0,30
1221,Team-20 cape,Ooohhh look at the pretty colours...,4353,False,0,30
1222,Team-21 cape,Ooohhh look at the pretty colours...,4355,False,0,30
1223,Team-22 cape,Ooohhh look at the pretty colours...,4357,False,0,30
1224,Team-23 cape,Ooohhh look at the pretty colours...,4359,False,0,30
1225,Team-24 cape,Ooohhh look at the pretty colours...,4361,False,0,30
1226,Team-25 cape,Ooohhh look at the pretty colours...,4363,False,0,30
1227,Team-26 cape,Ooohhh look at the pretty colours...,4365,False,0,30
1228,Team-27 cape,Ooohhh look at the pretty colours...,4367,False,0,30
1229,Team-28 cape,Ooohhh look at the pretty colours...,4369,False,0,30
1230,Team-29 cape,Ooohhh look at the pretty colours...,4371,False,0,30
1231,Team-30 cape,Ooohhh look at the pretty colours...,4373,False,0,30
1232,Team-31 cape,Ooohhh look at the pretty colours...,4375,False,0,30
1233,Team-32 cape,Ooohhh look at the pretty colours...,4377,False,0,30
1234,Team-33 cape,Ooohhh look at the pretty colours...,4379,False,0,30
1235,Team-34 cape,Ooohhh look at the pretty colours...,4381,False,0,30
1236,Team-35 cape,Ooohhh look at the pretty colours...,4383,False,0,30
1237,Team-36 cape,Ooohhh look at the pretty colours...,4385,False,0,30
1238,Team-37 cape,Ooohhh look at the pretty colours...,4387,False,0,30
1239,Team-38 cape,Ooohhh look at the pretty colours...,4389,False,0,30
1240,Team-39 cape,Ooohhh look at the pretty colours...,4391,False,0,30
1241,Team-40 cape,Ooohhh look at the pretty colours...,4393,False,0,30
1242,Team-41 cape,Ooohhh look at the pretty colours...,4395,False,0,30
1243,Team-42 cape,Ooohhh look at the pretty colours...,4397,False,0,30
1244,Team-43 cape,Ooohhh look at the pretty colours...,4399,False,0,30
1245,Team-44 cape,Ooohhh look at the pretty colours...,4401,False,0,30
1246,Team-45 cape,Ooohhh look at the pretty colours...,4403,False,0,30
1247,Team-46 cape,Ooohhh look at the pretty colours...,4405,False,0,30
1248,Team-47 cape,Ooohhh look at the pretty colours...,4407,False,0,30
1249,Team-48 cape,Ooohhh look at the pretty colours...,4409,False,0,30
1250,Team-49 cape,Ooohhh look at the pretty colours...,4411,False,0,30
1251,Team-50 cape,Ooohhh look at the pretty colours...,4413,False,0,30
1252,Guthix rest(4),A cup of Guthix Rest.,4417,True,0,30
1253,Guthix rest(3),A cup of Guthix Rest.,4419,True,0,30
1254,Guthix rest(2),A cup of Guthix Rest.,4421,True,0,30
1255,Guthix rest(1),A cup of Guthix Rest.,4423,True,0,30
1256,Airtight pot,This is pretty well sealed.,4436,True,0,6
1257,Unfired pot lid,"This needs firing, then it should fit on a normal-sized pot.",4438,True,0,6
1258,Pot lid,This should fit on a normal-sized pot.,4440,True,0,9
1259,Bowl of hot water,It's a bowl of hot water.,4456,True,0,6
1260,Cup of water,A cup of water.,4458,True,0,6
1261,Cup of hot water,It's hot!,4460,True,0,6
1262,Giant frog legs,This could feed a family of gnomes for a week!,4517,True,0,60
1263,Oil lamp,Not the genie sort.,4522,True,0,17
1264,Empty oil lamp,An oil lamp with no oil in it.,4525,True,0,15
1265,Empty candle lantern,Put a candle in to complete it.,4527,True,0,6
1266,Candle lantern,A candle in a glass cage.,4529,True,0,9
1267,Candle lantern,A candle in a glass cage.,4532,True,0,9
1268,Empty oil lantern,Put oil in to complete it.,4535,True,0,72
1269,Oil lantern,An unlit oil lantern.,4537,True,0,75
1270,Oil lantern frame,Add the glass to complete.,4540,True,0,54
1271,Lantern lens,A roughly circular disc of glass.,4542,True,0,42
1272,Bullseye lantern (unf),You need to add a lens before you can use it.,4544,True,0,180
1273,Bullseye lantern (empty),You need to add lamp oil before you can use it.,4546,True,0,240
1274,Bullseye lantern,A sturdy steel lantern.,4548,True,0,252
1275,Spiny helmet,You don't want to wear it inside-out.,4551,True,0,390
1276,Black spear,A black tipped spear.,4580,True,0,390
1277,Black spear(p),A poisoned black tipped spear.,4582,True,0,450
1278,Dragon plateskirt,This looks pretty heavy.,4585,True,0,162000
1279,Dragon scimitar,"A vicious, curved sword.",4587,True,70,60000
1280,Kharidian headpiece,Wear it on your head.,4591,True,0,1
1281,Fake beard,Makes me itch.,4593,True,0,1
1282,Karidian disguise,Makes my face itch.,4595,True,0,1
1283,Willow blackjack,A handy little club made out of willow.,4600,True,0,360
1284,Super kebab,A meaty and very hot kebab.,4608,True,0,2
1285,Bandit's brew,A cheeky little lager.,4627,True,0,300
1286,Garlic powder,Finely ground garlic powder.,4668,True,0,6
1287,Ancient staff,A magical staff of ancient origin...,4675,True,0,60000
1288,Linen,One sheet of mummy wrap.,4684,True,0,18
1289,Bucket of sap,It's a bucket of sap.,4687,True,0,18
1290,Pile of salt,A little heap of salt.,4689,True,0,12
1291,Steam rune,A combined Water and Fire Rune.,4694,True,12000,12
1292,Mist rune,A combined Air and Water Rune.,4695,True,12000,12
1293,Dust rune,A combined Air and Earth Rune.,4696,True,12000,12
1294,Smoke rune,A combined Air and Fire Rune.,4697,True,12000,12
1295,Mud rune,A combined Earth and Water Rune.,4698,True,12000,12
1296,Lava rune,A combined Earth and Fire Rune.,4699,True,12000,12
1297,Ahrim's hood,Ahrim the Blighted's leather hood.,4708,True,0,7800
1298,Ahrim's staff,Ahrim the Blighted's quarterstaff.,4710,True,0,51000
1299,Ahrim's robetop,Ahrim the Blighted's armoured robe top.,4712,True,0,30000
1300,Ahrim's robeskirt,Ahrim the Blighted's armoured robe skirt.,4714,True,0,28200
1301,Dharok's helm,Dharok the Wretched's helm.,4716,True,0,61800
1302,Dharok's greataxe,Dharok the Wretched's greataxe.,4718,True,0,124800
1303,Dharok's platebody,Dharok the Wretched's plate body armour.,4720,True,0,168000
1304,Dharok's platelegs,Dharok the Wretched's plate leg armour.,4722,True,0,165000
1305,Guthan's helm,Guthan the Infested's helm.,4724,True,0,61800
1306,Guthan's warspear,Guthan the Infested's warspear.,4726,True,0,60000
1307,Guthan's platebody,Guthan the Infested's plate body armour.,4728,True,0,168000
1308,Guthan's chainskirt,Guthan the Infested's chainskirt.,4730,True,0,165000
1309,Karil's coif,Karil the Tainted's coif.,4732,True,0,7800
1310,Karil's crossbow,Karil the Tainted's repeating crossbow.,4734,True,0,96000
1311,Karil's leathertop,Karil the Tainted's leather body armour.,4736,True,0,30000
1312,Karil's leatherskirt,Karil the Tainted's leather skirt.,4738,True,0,28200
1313,Bolt rack,Must need a special type of crossbow to use this.,4740,True,11000,30
1314,Torag's helm,Torag the Corrupted's helm.,4745,True,0,61800
1315,Torag's hammers,Torag the Corrupted's twin hammers.,4747,True,0,96000
1316,Torag's platebody,Torag the Corrupted's plate body armour.,4749,True,0,168000
1317,Torag's platelegs,Torag the Corrupted's plate leg armour.,4751,True,0,165000
1318,Verac's helm,Verac the Defiled's helm.,4753,True,0,61800
1319,Verac's flail,Verac the Defiled's flail.,4755,True,0,96000
1320,Verac's brassard,Verac the Defiled's brassard.,4757,True,0,168000
1321,Verac's plateskirt,Verac the Defiled's plate skirt.,4759,True,0,165000
1322,Bronze brutal,Blunt bronze arrow... ouch.,4773,True,0,3
1323,Iron brutal,Blunt iron arrow... ouch.,4778,True,0,6
1324,Steel brutal,Blunt steel arrow... ouch.,4783,True,0,12
1325,Black brutal,Blunt black arrow... ouch.,4788,True,0,21
1326,Mithril brutal,Blunt mithril arrow... ouch.,4793,True,0,30
1327,Adamant brutal,Blunt adamantite arrow... ouch.,4798,True,0,57
1328,Rune brutal,Blunt rune arrow... ouch.,4803,True,0,270
1329,Zogre bones,A pile of Zombie Ogre bones.,4812,True,0,1
1330,Bronze nails,Keeps things in place fairly permanently.,4819,True,0,1
1331,Iron nails,Keeps things in place fairly permanently.,4820,True,0,2
1332,Black nails,Keeps things in place fairly permanently.,4821,True,0,7
1333,Mithril nails,Keeps things in place fairly permanently.,4822,True,0,11
1334,Adamantite nails,Keeps things in place fairly permanently.,4823,True,0,27
1335,Rune nails,Keeps things in place fairly permanently.,4824,True,0,132
1336,Unstrung comp bow,An unstrung composite ogre bow.,4825,True,0,54
1337,Comp ogre bow,A composite ogre bow.,4827,True,0,108
1338,Fayrg bones,Ancient ogre bones from the ogre burial tomb.,4830,True,0,1
1339,Raurg bones,Ancient ogre bones from the ogre burial tomb.,4832,True,0,1
1340,Ourg bones,Ancient ogre bones from the ogre burial tomb.,4834,True,0,1
1341,Relicym's balm(4),"4 doses of Relicym's balm, which helps cure disease.",4842,True,0,135
1342,Relicym's balm(3),"3 doses of Relicym's balm, which helps cure disease.",4844,True,0,120
1343,Relicym's balm(2),"2 doses of Relicym's balm, which helps cure disease.",4846,True,0,90
1344,Relicym's balm(1),"1 dose of Relicym's balm, which helps cure disease.",4848,True,0,45
1345,Ogre coffin key,A key which opens coffins! (Opens the locked coffins in the cave at Jiggig).,4850,True,0,60
1346,Ahrim's hood 0,Ahrim the Blighted's leather hood.,4860,True,0,7800
1347,Ahrim's staff 0,Ahrim the Blighted's quarterstaff.,4866,True,0,51000
1348,Ahrim's robetop 0,Ahrim the Blighted's armoured robe top.,4872,True,0,30000
1349,Ahrim's robeskirt 0,Ahrim the Blighted's armoured robe skirt.,4878,True,0,28200
1350,Dharok's helm 0,Dharok the Wretched's helm.,4884,True,0,61800
1351,Dharok's greataxe 0,Dharok the Wretched's greataxe.,4890,True,0,124800
1352,Dharok's platebody 0,Dharok the Wretched's plate body armour.,4896,True,0,168000
1353,Dharok's platelegs 0,Dharok the Wretched's plate leg armour.,4902,True,0,165000
1354,Guthan's helm 0,Guthan the Infested's helm.,4908,True,0,61800
1355,Guthan's warspear 0,Guthan the Infested's warspear.,4914,True,0,60000
1356,Guthan's platebody 0,Guthan the Infested's plate body armour.,4920,True,0,168000
1357,Guthan's chainskirt 0,Guthan the Infested's chainskirt.,4926,True,0,165000
1358,Karil's coif 0,Karil the Tainted's coif.,4932,True,0,7800
1359,Karil's crossbow 0,Karil the Tainted's repeating crossbow.,4938,True,0,96000
1360,Karil's leathertop 0,Karil the Tainted's leather body armour.,4944,True,0,30000
1361,Karil's leatherskirt 0,Karil the Tainted's leather skirt.,4950,True,0,28200
1362,Torag's helm 0,Torag the Corrupted's helm.,4956,True,0,61800
1363,Torag's hammers 0,Torag the Corrupted's twin hammers.,4962,True,0,96000
